Статус,URL,Тип страницы,Приоритет,Основной кластер,Вторичные кластеры,H1,Title,Meta description,Комментарий
существующая,https://belberry.net/,главная,высокий,агентство медицинского маркетинга,"медицинский маркетинг; маркетинг для клиники; медицинский маркетинг агентство",Агентство медицинского маркетинга для клиник,"Агентство медицинского маркетинга для клиник и медцентров | Belberry","Belberry — агентство медицинского маркетинга. Разрабатываем сайты для клиник, продвигаем медицинские проекты в SEO, рекламе и ORM. Работаем с клиниками, стоматологиями и косметологиями.",Главная должна закрепить позиционирование агентства и не спорить с более узкими сервисными страницами.
существующая,https://belberry.net/services/marketing/,услуга,высокий,медицинский маркетинг,"маркетинг для клиники; маркетинг для клиник; медицинский маркетинг агентство",Медицинский маркетинг для клиник и медицинских центров,"Медицинский маркетинг для клиник и медицинских центров | Belberry","Комплексный медицинский маркетинг для клиник: стратегия, аналитика, SEO, реклама, ORM и рост обращений. Помогаем частным клиникам, стоматологиям и косметологиям привлекать пациентов.",Нужно усилить страницу под service-hub и оставить общий маркетинг здесь, а не на SEO-страницах.
новая,https://belberry.net/services/marketing/marketingovyy-audit-kliniki/,подуслуга,высокий,маркетинговый аудит клиники,"аудит медицинского маркетинга; аудит маркетинга клиники",Маркетинговый аудит клиники,"Маркетинговый аудит клиники и медицинского маркетинга | Belberry","Проведем маркетинговый аудит клиники: разберем сайт, трафик, рекламу, воронку и репутацию. Покажем точки роста, потери бюджета и приоритетный план исправлений.",Хорошая диагностическая страница под холодный спрос перед покупкой комплексного продвижения.
существующая,https://belberry.net/services/seo/,услуга,высокий,seo для клиник,"продвижение медицинского центра; сео клиники; сео продвижение медицинского сайта",SEO-продвижение сайтов клиник и медицинских центров,"SEO-продвижение сайтов клиник и медицинских центров | Belberry","SEO для клиник и медицинских центров: повышаем видимость сайта, увеличиваем целевой трафик и число обращений. Работаем с медицинскими сайтами в конкурентных тематиках.",Общая SEO-страница должна остаться hub-страницей для всех медицинских SEO-подкластеров.
новая,https://belberry.net/services/seo/prodvizhenie-sayta-kliniki/,подуслуга,высокий,продвижение сайта клиники,"продвижение сайта медицинского центра; продвижение медицинского центра",Продвижение сайта клиники,"Продвижение сайта клиники и медицинского центра | Belberry","Продвигаем сайты клиник и медицинских центров в поиске: техническое SEO, семантика, структура, контент, E-E-A-T и рост органических обращений.",Нужна отдельная страница, чтобы не смешивать общий SEO-hub с точным transactional-кластером.
существующая,https://belberry.net/services/reklama-v-yandeks-direkt/,услуга,высокий,реклама клиники,"контекстная реклама клиники; реклама клиники яндекс директ",Контекстная реклама для клиник в Яндекс Директ,"Контекстная реклама для клиник в Яндекс Директ | Belberry","Настраиваем контекстную рекламу для клиник и медицинских центров в Яндекс Директ: семантика, объявления, аналитика, оптимизация CPL и рост обращений.",Страница должна закрывать общий performance-кластер для медицины.
новая,https://belberry.net/services/reklama-stomatologii/,нишевая страница,высокий,реклама стоматологии,"контекстная реклама для стоматологии; реклама стоматологической клиники; реклама стоматологии в интернете; реклама стоматологических услуг",Реклама стоматологии и стоматологической клиники,"Реклама стоматологии и стоматологической клиники | Belberry","Запускаем рекламу стоматологии в Яндекс Директ и performance-каналах: привлекаем первичных пациентов, снижаем стоимость заявки и масштабируем запись.",Один из самых ценных коммерческих кластеров, сейчас на сайте не выделен отдельно.
существующая,https://belberry.net/services/seo/prodvizhenie-stomatologii/,нишевая страница,высокий,продвижение стоматологии,"продвижение стоматологической клиники; продвижение стоматологических услуг; seo продвижение стоматологии",Продвижение стоматологии и стоматологической клиники,"Продвижение стоматологии и стоматологической клиники | Belberry","SEO-продвижение стоматологии: выводим сайт клиники в поиск, увеличиваем видимость услуг и онлайн-запись. Работаем с частными стоматологиями и сетями клиник.",Нужно сделать эту страницу главным SEO-лендингом стоматологического направления.
существующая,https://belberry.net/services/razrabotka-saytov/sozdanie-sajta-stomatologii/,нишевая страница,высокий,сайт для стоматологии,"сайт для стоматологической клиники; сайт для стоматологии заказать; разработка сайта для стоматологии; готовый сайт для стоматологии",Сайт для стоматологии под ключ,"Сайт для стоматологии и стоматологической клиники | Belberry","Разрабатываем сайты для стоматологий: структура под услуги, запись на прием, доверие, SEO и конверсия. Есть индивидуальные и шаблонные решения под клиники.",Страница уже сильная по fit-у оффера, важно дожать exact-кластер в title и H1.
существующая,https://belberry.net/services/seo/prodvizhenie-kosmetologii/,нишевая страница,высокий,продвижение косметологии,"продвижение косметологической клиники",Продвижение косметологии и клиники косметологии,"Продвижение косметологии и клиники косметологии | Belberry","Продвигаем клиники косметологии в SEO: структура сайта, семантика услуг, доверие, локальный спрос и рост числа обращений.",Текущая SEO-страница косметологии должна собирать весь органический кластер направления.
новая,https://belberry.net/services/reklama-kosmetologii/,нишевая страница,высокий,реклама косметологии,"реклама клиники косметологии; реклама аппаратной косметологии; реклама косметологических услуг",Реклама косметологии и клиники косметологии,"Реклама косметологии и клиники косметологии | Belberry","Настраиваем рекламу косметологии: привлекаем заявки на процедуры, работаем с аппаратной косметологией, анализируем экономику и масштабируем спрос.",Отдельный performance-лендинг под один из самых очевидных пробелов сайта.
новая,https://belberry.net/services/razrabotka-saytov/sayt-dlya-kosmetologicheskoy-kliniki/,нишевая страница,средний,сайт косметологической клиники,"сайт для косметологии; разработка сайта для косметологии",Сайт для клиники косметологии,"Сайт для клиники косметологии и эстетической медицины | Belberry","Разрабатываем сайты для клиник косметологии и эстетической медицины: конверсионная структура, офферы, доверие, SEO и рост заявок.",Есть подтвержденный спрос и логичный продуктовый fit, хотя кластер пока слабее стоматологии.
существующая,https://belberry.net/services/seo/prodvizhenie-plasticheskoj-hirurgii/,нишевая страница,средний,продвижение клиники пластической хирургии,"продвижение пластической хирургии",Продвижение клиники пластической хирургии,"Продвижение клиники пластической хирургии | Belberry","Продвигаем клиники пластической хирургии: SEO, структура спроса, доверие, контент и рост обращений по высокомаржинальным услугам.",Страница уже есть и должна забирать весь SEO-кластер по этой нише.
новая,https://belberry.net/services/reklama-plasticheskoy-khirurgii/,нишевая страница,средний,реклама клиники пластической хирургии,,Реклама клиники пластической хирургии,"Реклама клиники пластической хирургии | Belberry","Запускаем рекламу клиник пластической хирургии: работаем с ограничениями тематики, спросом на операции и качеством обращений.",Под отдельный performance-кластер, чтобы не смешивать с SEO-лендингом.
существующая,https://belberry.net/services/upravlenie-reputaciej/,услуга,высокий,управление репутацией клиники,"orm для клиники; serm для клиники",Управление репутацией клиники в интернете,"Управление репутацией клиники в интернете | Belberry","Управляем репутацией клиник и медицинских центров: работаем с отзывами, выдачей, карточками и доверием к бренду медицинской организации.",Текущую ORM-страницу стоит целенаправленно усилить под exact-кластер.
новая,https://belberry.net/services/upravlenie-reputaciej/reputatsiya-vracha/,подуслуга,средний,репутация врача,"врачебная репутация",Репутация врача и личный бренд в интернете,"Репутация врача и личный бренд в интернете | Belberry","Помогаем выстроить репутацию врача: карточки, отзывы, поисковая выдача, упоминания и доверие пациентов к личному бренду специалиста.",Отдельный микро-кластер, не должен растворяться внутри общей ORM-страницы.
существующая,https://belberry.net/services/upravlenie-reputaciej/prodvizhenie-vrachey-na-prodoctorov/,подуслуга,высокий,продвижение на продокторов,"сколько стоит продвижение на продокторов",Продвижение врачей и клиник на ПроДокторов,"Продвижение врачей и клиник на ПроДокторов | Belberry","Продвигаем врачей и клиники на ПроДокторов: улучшаем видимость профиля, рейтинг, отзывы и входящий поток пациентов с площадки.",Уже хороший exact-fit; стоит добавить блок про стоимость и FAQ.
существующая,https://belberry.net/services/kontent/meditsinskiy-kopirayting/,подуслуга,средний,медицинский копирайтинг,,Медицинский копирайтинг для клиник,"Медицинский копирайтинг для клиник и медицинских сайтов | Belberry","Пишем медицинские тексты для сайтов клиник, услуг, блогов и экспертных материалов. Учитываем требования SEO, доверия и медицинской тематики.",Точный кластер уже есть и должен вестись как отдельная подуслуга.
существующая,https://belberry.net/services/brending/,услуга,средний,брендинг клиники,,Брендинг клиники и медицинского бизнеса,"Брендинг клиники и медицинского бизнеса | Belberry","Разрабатываем брендинг для клиник и медицинских проектов: позиционирование, визуальная система, бренд-коммуникация и упаковка медицинского бренда.",Нужно четко сместить страницу в медицинский B2B-контекст.
существующая,https://belberry.net/services/brending/brendbuk-pod-klyuch/,подуслуга,средний,брендбук клиники,,Брендбук клиники под ключ,"Брендбук клиники под ключ | Belberry","Создаем брендбук клиники: правила визуального стиля, коммуникации и применения бренда для медицинских центров, стоматологий и косметологий.",Текущая страница релевантна, но title/H1 стоит прибить под exact-query.
новая,https://belberry.net/services/lead-generation/lidogeneratsiya-dlya-stomatologii/,нишевая страница,средний,лидогенерация для стоматологии,,Лидогенерация для стоматологии,"Лидогенерация для стоматологии и рост заявок в клинику | Belberry","Настраиваем лидогенерацию для стоматологии: трафик, посадочные страницы, аналитика, обработка заявок и снижение стоимости первичного пациента.",Под самостоятельный demand-кластер; можно использовать как bridge между SEO и рекламой.
новая,https://belberry.net/services/geo/prodvizhenie-kliniki-na-yandeks-kartakh/,нишевая страница,средний,продвижение клиники на яндекс картах,"локальное продвижение клиники; локальное seo для клиники",Продвижение клиники на Яндекс Картах,"Продвижение клиники на Яндекс Картах и локальное SEO | Belberry","Помогаем клиникам расти в Яндекс Картах: карточка организации, отзывы, рейтинг, локальная выдача, маршрут до клиники и рост обращений рядом с точкой.",Коммерческий локальный кластер лучше вынести из блога в отдельный сервисный URL.
существующая,https://belberry.net/services/seo/seo-prodvizhenie-narkologii/,нишевая страница,низкий,seo клиники наркологии,"продвижение наркологической клиники",SEO-продвижение клиники наркологии,"SEO-продвижение клиники наркологии | Belberry","Продвигаем сайты наркологических клиник в поиске: структура спроса, SEO, доверие и рост обращений по сложной медицинской тематике.",Спрос в открытых suggest-источниках слабый, но страница нужна как нишевая экспертиза.
существующая,https://belberry.net/services/seo/seo-prodvizhenie-veterinarnoy-kliniki/,нишевая страница,низкий,продвижение ветеринарной клиники,"реклама ветеринарной клиники",Продвижение ветеринарной клиники,"Продвижение ветеринарной клиники в поиске | Belberry","Продвигаем сайты ветеринарных клиник: SEO, структура услуг, локальный спрос и рост числа обращений от владельцев питомцев.",Оставить как соседнее направление, но не поднимать в верхний приоритет.
новая,https://belberry.net/services/razrabotka-saytov/sayt-dlya-veterinarnoy-kliniki/,нишевая страница,низкий,сайт для ветеринарной клиники,,Сайт для ветеринарной клиники,"Сайт для ветеринарной клиники под ключ | Belberry","Разрабатываем сайты для ветеринарных клиник: услуги, запись, доверие, локальное SEO и конверсия в обращения.",Создавать только если vet-направление для бизнеса действительно приоритетно.
